date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,day_of_week,is_weekend,day_of_month,month,price_diff,price_ratio,unit_margin,unit_margin_pct,dish_lag_1,dish_rolling_mean_3,dish_rolling_mean_7,ingredient_count
2024-01-03,6,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,45.72,61.65,92,0,0,Sunny,2,0,3,1,15.93,1.3484251968503937,52.65,0.8540145985401459,12.0,88.30000000000011,256.7944444444444,5
2024-01-03,8,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.49,15.34,232,0,0,Rainy,2,0,3,1,6.85,1.806831566548881,12.54,0.817470664928292,363.75,452.3750000000001,331.375,4
2024-01-03,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.08,13.76,263,0,0,Cloudy,2,0,3,1,4.68,1.5154185022026432,9.26,0.6729651162790697,73.0,217.00000000000006,343.3611111111111,6
2024-01-03,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.28,27.15,99,0,0,Cloudy,2,0,3,1,12.87,1.9012605042016806,20.15,0.7421731123388582,106.0,199.50000000000009,113.77777777777777,5
2024-01-03,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.38,24.66,181,0,0,Sunny,2,0,3,1,10.28,1.7148817802503475,17.66,0.716139497161395,106.0,199.50000000000009,113.77777777777777,5
2024-01-03,19,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.99,3.79,496,0,0,Rainy,2,0,3,1,0.7999999999999998,1.2675585284280935,2.89,0.762532981530343,385.0,398.5000000000001,204.79166666666666,3
2024-01-03,20,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.1,11.45,119,0,0,Cloudy,2,0,3,1,6.35,2.2450980392156863,9.45,0.8253275109170306,206.83333333333334,275.1666666666667,151.13888888888889,4
2024-01-03,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.62,1.73,673,1,1,Cloudy,2,0,3,1,0.10999999999999988,1.067901234567901,0.9299999999999999,0.5375722543352601,512.0,593.5000000000001,406.77777777777777,5
2024-01-03,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,44.46,74.97,23,0,0,Rainy,2,0,3,1,30.509999999999998,1.6862348178137652,65.97,0.879951980792317,122.66666666666667,79.33333333333334,79.33333333333334,6
2024-01-03,23,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,42.29,73.42,113,0,0,Sunny,2,0,3,1,31.130000000000003,1.736107826909435,64.42,0.8774175973849088,122.66666666666667,79.33333333333334,79.33333333333334,6
2024-01-03,25,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,41.75,62.39,103,1,0,Rainy,2,0,3,1,20.64,1.4943712574850299,53.39,0.8557461131591602,122.66666666666667,79.33333333333334,79.33333333333334,6
2024-01-03,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.98,12.19,503,1,0,Sunny,2,0,3,1,-0.7900000000000009,0.9391371340523882,9.69,0.7949138638228056,282.3333333333333,298.66666666666674,123.72222222222221,6
2024-01-03,38,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,49.12,53.04,148,1,0,Sunny,2,0,3,1,3.9200000000000017,1.0798045602605864,44.04,0.830316742081448,122.66666666666667,79.33333333333334,79.33333333333334,6
2024-01-03,40,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.75,8.38,64,0,0,Sunny,2,0,3,1,4.630000000000001,2.234666666666667,6.380000000000001,0.7613365155131265,206.83333333333334,275.1666666666667,151.13888888888889,4
2024-01-03,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,12.65,14.06,192,0,0,Sunny,2,0,3,1,1.4100000000000001,1.1114624505928854,9.56,0.6799431009957326,73.0,217.00000000000006,343.3611111111111,6
2024-01-03,46,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.72,9.66,274,0,0,Rainy,2,0,3,1,2.9400000000000004,1.4375,7.66,0.7929606625258799,206.83333333333334,275.1666666666667,151.13888888888889,4
2024-01-03,46,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,24.51,53.13,148,0,0,Sunny,2,0,3,1,28.62,2.167686658506732,44.13,0.8306041784302653,12.0,88.30000000000011,256.7944444444444,5
2024-01-03,50,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.74,2.92,239,0,0,Sunny,2,0,3,1,1.18,1.6781609195402298,2.12,0.726027397260274,512.0,593.5000000000001,406.77777777777777,5
2024-01-04,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.95,2.21,435,0,0,Cloudy,3,0,4,1,0.26,1.1333333333333333,1.41,0.6380090497737556,456.0,547.6666666666667,445.0,5
2024-01-04,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.98,24.27,172,0,0,Sunny,3,0,4,1,8.29,1.5187734668335418,17.27,0.711578079934075,140.0,179.66666666666674,116.94444444444444,5
2024-01-04,5,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.73,5.86,226,0,0,Sunny,3,0,4,1,2.1300000000000003,1.5710455764075069,4.66,0.7952218430034129,357.0,519.25,343.7083333333333,3
2024-01-04,10,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,40.62,49.74,191,0,0,Cloudy,3,0,4,1,9.120000000000005,1.2245199409158052,41.74,0.8391636509851227,157.66666666666666,213.83333333333331,264.27777777777777,4
2024-01-04,10,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.84,8.44,141,0,0,Cloudy,3,0,4,1,1.5999999999999996,1.2339181286549707,7.239999999999999,0.8578199052132701,357.0,519.25,343.7083333333333,3
2024-01-04,11,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.1,6.9,192,0,0,Sunny,3,0,4,1,1.8000000000000007,1.3529411764705883,4.9,0.7101449275362319,152.33333333333334,234.22222222222226,167.44444444444446,4
2024-01-04,13,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.89,7.04,279,0,0,Sunny,3,0,4,1,2.1500000000000004,1.4396728016359919,5.04,0.7159090909090909,152.33333333333334,234.22222222222226,167.44444444444446,4
2024-01-04,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.47,7.31,346,0,0,Sunny,3,0,4,1,2.84,1.6353467561521253,4.81,0.6580027359781122,503.0,366.7777777777778,200.2222222222222,6
2024-01-04,13,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.8,2.43,506,0,0,Sunny,3,0,4,1,0.6300000000000001,1.35,1.5300000000000002,0.6296296296296297,496.0,431.00000000000006,271.4166666666667,3
2024-01-04,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.74,11.23,218,0,0,Cloudy,3,0,4,1,4.49,1.6661721068249258,9.23,0.8219056099732859,152.33333333333334,234.22222222222226,167.44444444444446,4
2024-01-04,20,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.64,4.22,577,0,0,Sunny,3,0,4,1,1.5799999999999996,1.5984848484848484,3.32,0.7867298578199052,496.0,431.00000000000006,271.4166666666667,3
2024-01-04,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,44.7,68.43,194,0,0,Cloudy,3,0,4,1,23.730000000000004,1.5308724832214766,59.43000000000001,0.868478737395879,96.75,85.1388888888889,85.1388888888889,6
2024-01-04,23,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,18.5,26.95,73,0,0,Cloudy,3,0,4,1,8.45,1.4567567567567568,23.45,0.8701298701298701,210.0,110.75000000000004,162.20833333333334,5
2024-01-04,23,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,11.46,9.51,477,1,0,Sunny,3,0,4,1,-1.950000000000001,0.8298429319371727,7.01,0.7371188222923238,503.0,366.7777777777778,200.2222222222222,6
2024-01-04,26,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.47,7.74,259,0,0,Sunny,3,0,4,1,2.2700000000000005,1.4149908592321756,5.24,0.6770025839793282,503.0,366.7777777777778,200.2222222222222,6
2024-01-04,30,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.35,7.92,359,0,1,Sunny,3,0,4,1,1.5700000000000003,1.247244094488189,5.92,0.7474747474747475,152.33333333333334,234.22222222222226,167.44444444444446,4
2024-01-04,30,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.79,6.65,425,1,0,Sunny,3,0,4,1,0.8600000000000003,1.14853195164076,4.65,0.6992481203007519,152.33333333333334,234.22222222222226,167.44444444444446,4
2024-01-04,32,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.64,28.55,0,0,0,Cloudy,3,0,4,1,14.91,2.093108504398827,25.05,0.8774080560420315,210.0,110.75000000000004,162.20833333333334,5
2024-01-04,33,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,6.7,9.42,231,0,0,Rainy,3,0,4,1,2.7199999999999998,1.4059701492537313,7.42,0.7876857749469215,152.33333333333334,234.22222222222226,167.44444444444446,4
2024-01-04,34,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,14.73,28.49,207,0,0,Sunny,3,0,4,1,13.759999999999998,1.9341479972844533,23.49,0.8244998244998245,236.0,162.0,191.21666666666667,6
2024-01-04,39,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,31.28,46.56,0,0,0,Cloudy,3,0,4,1,15.280000000000001,1.4884910485933505,37.56,0.8067010309278351,96.75,85.1388888888889,85.1388888888889,6
2024-01-04,39,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.14,11.21,619,1,0,Sunny,3,0,4,1,3.0700000000000003,1.3771498771498771,8.41,0.7502230151650312,232.0,378.91666666666674,311.375,4
2024-01-04,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.21,14.53,270,0,0,Sunny,3,0,4,1,5.3199999999999985,1.5776330076004341,10.03,0.6902959394356504,227.5,220.50000000000003,305.77777777777777,6
2024-01-04,44,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.87,2.81,497,0,0,Sunny,3,0,4,1,0.94,1.5026737967914439,1.9100000000000001,0.6797153024911032,496.0,431.00000000000006,271.4166666666667,3
